Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16335458480,"Nov 2, 2025, 6:18:51 PM",Lunch Run,Run,"",3033,8.38,181.0,88,false,,,activities/17420898565.fit.gz,,,3033.0,2698.0,8380.8,6.04,3.106,70.0,65.0,247.2,280.0,24.5,0.1,,,122.0,85.0,181.0,162.0,,290.0,605.0,,19.0,88.0,784451.0,,,,,,,,293.0,3034.0,,,0.0,,1.0,8632.3,1762106400.0,1.0,9.7,6.6,4.3,0.69,1019.5,6.2,10.6,194.0,0.0,1762087690.0,1762124849.0,0.375,,,0.0,5.0,0.09,25990.0,3.0,,,,,,2.763,249.3,,,,7712.0,0.0,,408.0,220.0,3.2,,,0.0,,,,,,,,,media/C6EC6884-9CC4-445C-9D21-B3058758188B.jpg
16304083091,"Oct 30, 2025, 4:37:38 PM",Lunch Run,Run,,1815,4.86,160.0,34,false,,,activities/17388968550.fit.gz,,,1815.0,1742.0,4865.7,4.62,2.793,45.0,44.0,249.0,272.2,38.5,0.0,,,90.0,84.0,160.0,148.0,,257.0,350.0,,14.0,34.0,448963.0,,,,,,,,265.0,1816.0,,,0.0,,1.0,4955.3,1761840000.0,3.0,6.4,3.0,4.2,0.86,1017.7,3.3,6.4,288.0,0.0,1761828274.0,1761865876.0,0.375,,,0.0,5.0,0.93,18547.0,2.0,,,,,,2.681,81.0,,,,4874.0,0.0,,200.0,199.0,2.845,,,,,,,,,,,,""
16193960971,"Oct 19, 2025, 1:02:58 PM",Morning Run,Run,,13568,42.31,186.0,709,false,,,activities/17277932703.fit.gz,,,13568.0,13081.0,42318.8,4.7,3.235,231.0,235.0,240.8,301.8,15.7,0.0,,,91.0,87.0,186.0,175.0,,300.0,2989.0,,16.0,709.0,3933266.0,,,,,,,,301.0,13569.0,,,0.0,,1.0,42909.4,1760878898.0,1.0,6.2,1.5,2.6,0.78,1015.0,4.8,10.0,300.0,0.0,1760877096.0,1760916407.0,0.875,,,0.0,5.0,0.0,24796.4,0.0,,,,,,3.119,4787.3,,,,37888.0,0.0,,1927.0,226.0,3.28,,,,,,,,,,,,""
16181744581,"Oct 18, 2025, 2:54:03 PM",Morning Run,Run,,1317,2.85,150.0,10,false,,,activities/17265530159.fit.gz,,,1317.0,1247.0,2853.6,3.8,2.288,11.0,11.0,254.4,265.0,7.5,0.0,,,88.0,83.0,150.0,138.0,,208.0,208.0,,24.0,10.0,260033.0,,,,,,,,210.0,1318.0,,,0.0,,1.0,2881.7,1760796000.0,2.0,13.8,14.8,11.7,0.87,1005.1,1.8,4.6,260.0,0.0,1760790629.0,1760830092.0,0.875,,,0.37,5.0,0.43,17300.0,1.0,,,,,,2.167,56.5,,,,3566.0,0.0,,91.0,158.0,2.311,,,,,,,,,,,,""
16155005566,"Oct 15, 2025, 11:50:04 PM",Evening Run,Run,,1709,4.66,153.0,10,false,,,activities/17238526635.fit.gz,,,1709.0,1648.0,4663.2,4.32,2.83,44.0,44.0,246.4,268.8,25.0,0.0,,,89.0,80.0,153.0,134.0,,257.0,295.0,,24.0,10.0,422182.0,,,,,,,,276.0,1710.0,,,0.0,,1.0,4735.1,1760569200.0,2.0,23.3,23.9,18.9,0.76,1017.2,2.2,2.7,89.0,0.0,1760531224.0,1760571169.0,0.875,,,0.66,5.0,0.56,21142.0,0.0,,,,,,2.729,100.3,,,,4406.0,0.0,,205.0,208.0,2.873,,,,,,,,,,,,""
16111394198,"Oct 11, 2025, 10:45:16 PM",Afternoon Run,Run,,6491,19.37,168.0,150,false,,,activities/17194441618.fit.gz,,,6491.0,6231.0,19376.4,5.9,3.11,135.0,135.0,247.8,296.0,10.2,0.0,,,93.0,87.0,168.0,155.0,,285.0,1291.0,,21.0,150.0,1779996.0,,,,,,,,284.0,6492.0,,,0.0,,1.0,19603.4,1760220000.0,1.0,21.9,22.2,11.1,0.5,1014.3,3.4,5.9,134.0,0.0,1760185355.0,1760225949.0,0.625,,,0.0,1.0,0.19,36738.0,1.0,,,,,,2.985,3490.6,,,,18022.0,0.0,,824.0,214.0,3.146,,,,,,,,,,,,""
16096721061,"Oct 10, 2025, 3:08:48 PM",Morning Run,Run,,1584,4.59,156.0,19,false,,,activities/17179607566.fit.gz,,,1584.0,1539.0,4591.7,4.22,2.984,37.0,37.0,254.4,270.6,25.0,0.0,,,93.0,87.0,156.0,144.0,,274.0,309.0,,23.0,19.0,422408.0,,,,,,,,274.0,1585.0,,,0.0,,1.0,4652.5,1760108400.0,2.0,18.4,17.5,15.5,0.83,1020.2,3.8,6.7,269.0,0.0,1760098888.0,1760139645.0,0.625,,,0.4,5.0,0.61,19006.0,2.0,,,,,,2.899,146.5,,,,4488.0,0.0,,186.0,206.0,3.023,,,,,,,,,,,,""
16091157194,"Oct 9, 2025, 11:39:28 PM",Evening Run,Run,,3410,10.13,164.0,69,false,,,activities/17173974991.fit.gz,,,3410.0,3274.0,10135.2,4.6,3.096,78.0,77.0,244.8,271.8,22.2,0.0,,,115.0,86.0,164.0,151.0,,292.0,676.0,,21.0,69.0,954737.0,,,,,,,,294.0,3411.0,,,0.0,,1.0,10274.8,1760050800.0,1.0,21.0,19.5,10.4,0.51,1021.7,4.3,9.1,161.0,0.0,1760012423.0,1760053342.0,0.625,,,0.0,1.0,0.0,42295.0,0.0,,,,,,2.972,608.8,,,,9362.0,0.0,,462.0,221.0,3.138,,,,,,,,,,,,""
16069453343,"Oct 7, 2025, 10:55:39 PM",Afternoon Run,Run,,5171,15.34,166.0,95,false,,,activities/17152069022.fit.gz,,,5171.0,4953.0,15348.8,4.6,3.099,93.0,92.0,240.0,265.8,40.0,0.0,,,91.0,86.0,166.0,150.0,,281.0,1005.0,,19.0,95.0,1393274.0,,,,,,,,283.0,5172.0,,,0.0,,1.0,15502.7,1759874400.0,1.0,18.9,19.5,8.9,0.52,1022.4,3.1,5.5,342.0,0.0,1759839476.0,1759880724.0,0.5,,,0.58,5.0,0.07,43205.0,1.0,,,,,,2.968,1231.2,,,,14256.0,0.0,,651.0,213.0,3.13,,,,,,,,,,,,""
16047164214,"Oct 5, 2025, 11:30:19 PM",Evening Run,Run,,1043,3.56,170.0,26,false,,,activities/17129570815.fit.gz,,,1043.0,996.0,3559.8,4.96,3.574,20.0,21.0,248.8,266.0,8.2,-0.1,,,92.0,87.0,170.0,160.0,,352.0,219.0,,27.0,26.0,337984.0,,,,,,,,340.0,1045.0,,,0.0,,1.0,3593.0,1759705200.0,1.0,27.2,26.5,16.5,0.52,1010.2,5.1,10.0,192.0,0.0,1759666560.0,1759708137.0,0.375,,,0.44,5.0,0.2,39092.0,0.0,,,,,,3.413,32.7,,,,2822.0,0.0,,189.0,256.0,3.607,,,,,,,,,,,,""
16022295267,"Oct 3, 2025, 4:52:17 PM",Lunch Run,Run,,1518,4.99,174.0,41,false,,,activities/17104324001.fit.gz,,,1518.0,1501.0,4997.2,4.62,3.329,44.0,45.0,243.6,265.8,10.1,0.0,,,90.0,86.0,174.0,158.0,,313.0,324.0,,29.0,41.0,464397.0,,,,,,,,316.0,1502.0,,,0.0,,1.0,5064.6,1759507200.0,1.0,26.2,28.6,18.3,0.62,1020.3,2.6,5.9,203.0,0.0,1759493631.0,1759535537.0,0.375,,,0.0,1.0,0.01,30585.0,4.0,,,,,,3.292,77.3,,,,4246.0,0.0,,235.0,238.0,3.374,,,,,,,,,,,,""
16003684542,"Oct 1, 2025, 9:48:45 PM",Afternoon Run,Run,,2849,8.09,173.0,51,false,,,activities/17085459652.fit.gz,,,2849.0,2770.0,8090.2,4.72,2.921,52.0,51.0,240.0,273.4,14.5,0.0,,,91.0,86.0,173.0,151.0,,286.0,543.0,,28.0,51.0,750290.0,,,,,,,,285.0,2851.0,,,0.0,,1.0,8199.2,1759352400.0,3.0,27.4,27.2,17.3,0.54,1016.5,2.3,4.9,117.0,0.0,1759320703.0,1759362938.0,0.375,,,0.0,1.0,0.96,41576.0,2.0,,,,,,2.84,92.7,,,,7528.0,0.0,,363.0,214.0,2.96,,,,,,,,,,,,""
15992347870,"Sep 30, 2025, 9:42:43 PM",Afternoon Run,Run,,3956,13.01,175.0,130,false,,,activities/17073979793.fit.gz,,,3956.0,3903.0,13015.2,5.52,3.335,88.0,88.0,240.8,266.4,9.3,0.0,,,115.0,86.0,175.0,164.0,,312.0,856.0,,28.0,130.0,1204467.0,,,,,,,,311.0,3958.0,,,0.0,,1.0,13151.8,1759266000.0,3.0,28.6,27.1,14.1,0.41,1018.9,3.9,6.2,161.0,0.0,1759234224.0,1759276625.0,0.25,,,0.0,1.0,1.0,51611.0,2.0,,,,,,3.29,365.9,,,,11146.0,0.0,,601.0,234.0,3.37,,,,,,,,,,,,""
15991467375,"Sep 29, 2025, 4:12:54 PM",Lunch Run,Run,,1890,5.09,166.0,33,false,,,activities/17073095079.fit.gz,,,1890.0,1862.0,5096.9,4.36,2.737,40.0,40.0,245.4,267.2,14.3,0.0,,,90.0,82.0,166.0,147.0,,260.0,349.0,,29.0,33.0,461088.0,,,,,,,,268.0,1891.0,,,0.0,,1.0,5168.1,1759161600.0,1.0,25.5,27.6,18.9,0.67,1020.2,3.2,7.0,191.0,0.0,1759147780.0,1759190345.0,0.125,,,0.0,1.0,0.0,29456.0,4.0,,,,,,2.697,63.7,,,,4892.0,0.0,,213.0,202.0,2.776,,,,,,,,,,,,""
15958613925,"Sep 27, 2025, 10:39:57 PM",Afternoon Run,Run,,4491,12.95,178.0,109,false,,,activities/17039660918.fit.gz,,,4491.0,4375.0,12951.3,4.42,2.96,86.0,85.0,248.0,272.0,15.8,0.0,,,89.0,85.0,178.0,154.0,,277.0,877.0,,27.0,109.0,1214057.0,,,,,,,,278.0,4492.0,,,0.0,,1.0,13106.8,1759010400.0,1.0,27.9,28.8,16.2,0.49,1012.3,3.8,5.5,315.0,0.0,1758974853.0,1759017751.0,0.125,,,0.0,1.0,0.12,40829.0,1.0,,,,,,2.884,715.4,,,,12410.0,0.0,,545.0,209.0,2.996,,,,,,,,,,,,""
15937502932,"Sep 25, 2025, 9:21:35 PM",Afternoon Run,Run,,5291,16.16,174.0,153,false,,,activities/17018043072.fit.gz,,,5291.0,5098.0,16168.2,5.84,3.171,101.0,96.0,244.8,271.8,28.6,0.0,,,91.0,86.0,174.0,161.0,,288.0,1113.0,,27.0,153.0,1471877.0,,,,,,,,285.0,5292.0,,,0.0,,1.0,16347.4,1758834000.0,1.0,25.6,27.5,13.8,0.48,1013.7,2.7,4.7,290.0,0.0,1758801928.0,1758845158.0,0.125,,,0.0,1.0,0.0,41650.0,3.0,,,,,,3.056,1225.5,,,,14744.0,0.0,,674.0,214.0,3.207,,,,,,,,,,,,""
15911572389,"Sep 23, 2025, 4:13:20 PM",Lunch Run,Run,,1764,5.35,168.0,36,false,,,activities/16991517927.fit.gz,,,1764.0,1698.0,5355.5,4.52,3.154,44.0,42.0,246.2,271.0,28.6,0.1,,,115.0,85.0,168.0,152.0,,292.0,361.0,,25.0,36.0,495323.0,,,,,,,,290.0,1765.0,,,0.0,,1.0,5438.1,1758643200.0,3.0,20.9,21.0,18.1,0.84,1013.9,1.6,3.1,38.0,0.0,1758628998.0,1758672562.0,0.125,,,0.94,5.0,1.0,19954.0,3.0,,,,,,3.036,91.0,,,,4812.0,0.0,,233.0,218.0,3.203,,,,,,,,,,,,""
15894142732,"Sep 22, 2025, 12:05:34 AM",Evening Run,Run,,3498,11.00,172.0,100,false,,,activities/16973643293.fit.gz,,,3498.0,3462.0,11001.7,4.56,3.178,74.0,76.0,242.2,269.0,9.5,0.0,,,89.0,85.0,172.0,160.0,,298.0,734.0,,24.0,100.0,1011927.0,,,,,,,,299.0,3499.0,,,0.0,,1.0,11125.0,1758499200.0,1.0,22.3,22.0,17.8,0.76,1010.0,2.5,5.4,132.0,0.0,1758456073.0,1758499971.0,0.875,,,0.0,1.0,0.36,23362.0,0.0,,,,,,3.145,321.1,,,,9658.0,0.0,,491.0,225.0,3.213,,,,,,,,,,,,""
15856255240,"Sep 18, 2025, 4:32:21 PM",Lunch Run,Run,,2476,8.14,176.0,75,false,,,activities/16934712425.fit.gz,,,2476.0,2438.0,8144.4,4.54,3.341,55.0,58.0,246.2,279.8,9.1,0.0,,,91.0,86.0,176.0,161.0,,308.0,540.0,,25.0,75.0,751682.0,,,,,,,,310.0,2477.0,,,0.0,,1.0,8229.3,1758211200.0,3.0,22.6,22.6,20.0,0.85,1016.1,2.2,4.5,230.0,0.0,1758196680.0,1758241075.0,0.875,,,0.7,5.0,1.0,19982.0,3.0,,,,,,3.289,292.5,,,,7000.0,0.0,,373.0,233.0,3.375,,,,,,,,,,,,""
15832824134,"Sep 16, 2025, 4:19:17 PM",Lunch Run,Run,,1978,4.85,161.0,28,false,,,activities/16910691861.fit.gz,,,1978.0,1655.0,4852.8,4.7,2.932,40.0,36.0,248.8,269.4,9.3,0.0,,,90.0,85.0,161.0,148.0,,279.0,325.0,,27.0,28.0,452322.0,,,,,,,,270.0,1840.0,,,0.0,,1.0,4923.8,1758038400.0,3.0,26.8,27.1,21.5,0.73,1020.5,2.1,3.6,176.0,0.0,1758023765.0,1758068492.0,0.875,,,0.47,5.0,1.0,25471.0,4.0,,,,,,2.453,226.5,,,,4588.0,0.0,,210.0,203.0,2.975,,,,,,,,,,,,""
15814164086,"Sep 14, 2025, 9:33:36 PM",Afternoon Run,Run,"",4664,14.44,,,false,,,activities/15814164086.gpx,,,4664.0,4539.0,14443.0,4.76,3.182,33.0,31.0,239.9,245.5,4.3,0.0,,,,,,,,,1066.0,,,,,,,,,,,,,,,,0.0,,1.0,14485.9,1757883600.0,3.0,32.0,31.1,19.6,0.48,1013.0,4.6,8.1,182.0,0.0,1757850855.0,1757895907.0,0.75,,,0.0,1.0,1.0,43056.0,3.0,,,,,,3.097,70.4,,,,12886.0,0.0,,,,3.191,,,,,,,,,,,,""
15790302810,"Sep 12, 2025, 7:55:15 PM",Afternoon Run,Run,,5718,16.70,173.0,183,false,,,activities/16866257254.fit.gz,,,5718.0,5710.0,16705.7,4.88,2.926,69.0,67.0,240.6,261.6,21.1,0.0,,,118.0,85.0,173.0,163.0,,268.0,1170.0,,29.0,183.0,1529752.0,,,,,,,,272.0,5719.0,,,0.0,,1.0,16913.0,1757703600.0,3.0,29.6,28.0,18.7,0.52,1014.7,6.2,10.3,162.0,0.0,1757677921.0,1757723299.0,0.625,,,0.99,5.0,1.0,41531.0,5.0,,,,,,2.922,83.5,,,,16212.0,0.0,,666.0,205.0,2.962,,,,,,,,,,,,""
15756953606,"Sep 9, 2025, 8:26:39 PM",Afternoon Run,Run,,2309,8.05,180.0,92,false,,,activities/16831005506.fit.gz,,,2309.0,2292.0,8055.6,4.98,3.515,25.0,23.0,240.6,248.6,9.6,0.0,,,90.0,86.0,180.0,168.0,,319.0,525.0,,28.0,92.0,731482.0,,,,,,,,320.0,2310.0,,,0.0,,1.0,8118.2,1757448000.0,3.0,23.7,22.8,15.5,0.6,1015.7,2.8,5.9,189.0,0.0,1757418554.0,1757464424.0,0.625,,,0.28,5.0,0.98,32132.0,4.0,,,,,,3.489,43.1,,,,6662.0,0.0,,372.0,241.0,3.542,,,,,,,,,,,,""
15707760117,"Sep 5, 2025, 4:47:34 PM",Lunch Run,Run,,804,2.40,164.0,15,false,,,activities/16778925237.fit.gz,,,804.0,775.0,2405.9,4.22,3.104,21.0,19.0,251.4,265.4,20.0,0.1,,,92.0,87.0,164.0,150.0,,289.0,164.0,,23.0,15.0,222972.0,,,,,,,,288.0,805.0,,,0.0,,1.0,2470.5,1757088000.0,2.0,15.6,11.7,7.8,0.6,1014.2,6.7,11.6,309.0,0.0,1757072701.0,1757119228.0,0.375,,,0.0,1.0,0.46,29342.0,4.0,,,,,,2.992,83.8,,,,2230.0,0.0,,105.0,217.0,3.188,,,,,,,,,,,,""
15674686031,"Sep 2, 2025, 6:15:07 PM",Afternoon Run,Run,,1821,5.50,168.0,46,false,,,activities/16743108365.fit.gz,,,1821.0,1788.0,5501.2,4.42,3.077,42.0,44.0,243.6,267.6,7.5,0.0,,,89.0,85.0,168.0,155.0,,281.0,376.0,,28.0,46.0,502280.0,,,,,,,,287.0,1822.0,,,0.0,,1.0,5568.7,1756836000.0,1.0,24.7,27.4,15.3,0.56,1018.4,0.8,2.4,272.0,0.0,1756813318.0,1756860330.0,0.375,,,0.0,1.0,0.11,35707.0,7.0,,,,,,3.021,104.4,,,,5082.0,0.0,,235.0,216.0,3.114,,,,,,,,,,,,""
15654593272,"Aug 31, 2025, 11:54:51 PM",Evening Run,Run,,2424,8.05,173.0,64,false,,,activities/16720795808.fit.gz,,,2424.0,2353.0,8055.5,5.42,3.424,53.0,54.0,242.6,273.6,14.3,0.0,,,90.0,85.0,173.0,157.0,,314.0,516.0,,24.0,64.0,738250.0,,,,,,,,316.0,2425.0,,,0.0,,1.0,8144.2,1756681216.0,3.0,22.8,22.2,17.7,0.73,1021.5,2.6,4.3,153.0,0.0,1756640384.0,1756687744.0,0.25,,,0.63,5.0,1.0,25044.0,1.0,,,,,,3.323,63.9,,,,6740.0,0.0,,380.0,238.0,3.461,,,,,,,,,,,,""
15651020340,"Aug 31, 2025, 4:03:58 PM",Lunch Run,Run,,928,3.22,168.0,22,false,,,activities/16716867133.fit.gz,,,928.0,927.0,3224.9,4.44,3.479,16.0,16.0,254.0,268.0,6.6,0.0,,,93.0,87.0,168.0,156.0,,330.0,198.0,,27.0,22.0,292491.0,,,,,,,,326.0,929.0,,,0.0,,1.0,3252.7,1756656000.0,3.0,22.0,21.0,18.2,0.79,1021.8,3.0,5.1,111.0,0.0,1756640384.0,1756687744.0,0.25,,,0.65,5.0,1.0,20100.0,3.0,,,,,,3.475,74.5,,,,2606.0,0.0,,154.0,245.0,3.509,,,,,,,,,,,,""
15630256019,"Aug 29, 2025, 6:44:06 PM",Afternoon Run,Run,,4997,13.55,172.0,132,false,,,activities/16694010727.fit.gz,,,4997.0,4424.0,13551.4,4.1,3.063,57.4,48.0,236.6,244.4,40.0,0.0,,,119.0,85.0,172.0,162.0,,273.0,953.0,,32.0,132.0,1204134.0,,,,,,,,276.0,4998.0,,,0.0,,1.0,13673.8,1756490368.0,2.0,26.7,28.3,17.5,0.57,1018.6,1.7,2.7,272.0,0.0,1756467456.0,1756515072.0,0.125,,,0.0,1.0,0.4,41608.0,6.0,,,,,,2.712,82.4,,,,12470.0,0.0,,606.0,207.0,3.236,,,,,,,,,,,,""
15620847559,"Aug 28, 2025, 8:40:45 PM",Afternoon Run,Run,,4187,13.89,180.0,162,false,,,activities/16683771602.fit.gz,,,4187.0,4050.0,13894.0,4.26,3.431,55.0,53.0,239.2,248.2,9.0,0.0,,,107.0,87.0,180.0,168.0,,309.0,934.0,,29.0,162.0,1252684.0,,,,,,,,309.0,4188.0,,,0.0,,1.0,14000.9,1756411136.0,1.0,27.3,29.8,16.9,0.53,1018.1,1.8,3.1,326.0,0.0,1756381056.0,1756428800.0,0.125,,,0.0,1.0,0.02,36798.0,6.0,,,,,,3.318,89.1,,,,11738.0,0.0,,558.0,219.0,3.457,,,,,,,,,,,,""
15606589819,"Aug 27, 2025, 4:13:44 PM",Lunch Run,Run,,1523,5.21,172.0,45,false,,,activities/16668586782.fit.gz,,,1523.0,1463.0,5216.2,4.44,3.565,45.0,42.0,251.6,274.6,10.4,0.1,,,93.0,88.0,172.0,162.0,,324.0,336.0,,27.0,45.0,474285.0,,,,,,,,321.0,1524.0,,,0.0,,1.0,5314.5,1756310400.0,1.0,21.5,22.1,14.4,0.64,1021.8,4.1,7.9,201.0,0.0,1756294528.0,1756342528.0,0.125,,,0.2,5.0,0.07,31289.0,5.0,,,,,,3.425,55.8,,,,4330.0,0.0,,219.0,228.0,3.633,,,,,,,,,,,,""
15572087807,"Aug 24, 2025, 3:44:00 PM",Morning Run,Run,,1550,4.95,163.0,14,false,,,activities/16631589734.fit.gz,,,1550.0,1420.0,4953.4,4.7,3.488,44.0,43.0,248.2,270.8,11.2,0.1,,,94.0,88.0,163.0,139.0,,327.0,294.0,,24.0,14.0,467040.0,,,,,,,,318.0,1551.0,,,0.0,,1.0,5050.4,1756047616.0,1.0,18.0,18.4,12.9,0.72,1019.7,4.4,8.4,315.0,0.0,1756035200.0,1756083584.0,0.125,,,0.0,1.0,0.0,24366.0,4.0,,,,,,3.196,64.4,,,,4212.0,0.0,,219.0,226.0,3.557,,,,,,,,,,,,""
15564264552,"Aug 24, 2025, 12:56:04 AM",Evening Run,Run,,2354,8.11,165.0,51,false,,,activities/16623107903.fit.gz,,,2354.0,2266.0,8117.5,5.2,3.582,55.0,55.0,244.2,277.2,17.5,0.0,,,96.0,87.0,165.0,153.0,,327.0,498.0,,21.0,51.0,745478.0,,,,,,,,321.0,2355.0,,,0.0,,1.0,8207.2,1755993600.0,1.0,21.0,21.4,13.7,0.63,1016.6,3.0,6.8,333.0,0.0,1755948672.0,1755997312.0,0.0,,,0.4,5.0,0.0,29844.0,0.0,,,,,,3.448,53.1,,,,6712.0,0.0,,339.0,228.0,3.622,,,,,,,,,,,,""
15552449862,"Aug 22, 2025, 11:50:32 PM",Evening Run,Run,"",4402,15.05,,,false,,,activities/15552449862.gpx,,,4402.0,4330.0,15052.1,5.02,3.476,32.8,33.0,239.9,245.6,4.6,0.0,,,,,,,,,1177.0,,,,,,,,,,,,,,,,0.0,,1.0,15090.5,1755903616.0,3.0,28.1,28.6,19.1,0.58,1014.8,1.3,2.8,179.0,0.0,1755862272.0,1755910912.0,0.875,,,0.13,5.0,1.0,33458.0,1.0,,,,,,3.419,81.4,,,,12594.0,0.0,,,,3.485,,,,,,,,,,,,""
15537610503,"Aug 21, 2025, 3:48:33 PM",Morning Run,Run,,1582,4.96,170.0,35,false,,,activities/16593324711.fit.gz,,,1582.0,1558.0,4968.9,4.56,3.189,41.0,41.0,249.4,270.4,33.3,0.0,,,94.0,88.0,170.0,154.0,,312.0,324.0,,27.0,35.0,451694.0,,,,,,,,308.0,1583.0,,,0.0,,1.0,5044.1,1755788416.0,1.0,23.0,25.7,19.5,0.81,1018.3,2.5,4.0,131.0,0.0,1755775744.0,1755824640.0,0.875,,,0.0,1.0,0.0,20493.0,4.0,,,,,,3.141,63.8,,,,4278.0,0.0,,209.0,218.0,3.238,,,,,,,,,,,,""
15517843403,"Aug 19, 2025, 8:19:15 PM",Afternoon Run,Run,,5449,14.74,178.0,171,false,,,activities/16571988368.fit.gz,,,5449.0,4812.0,14746.9,4.48,3.065,50.0,49.0,239.8,247.6,33.3,0.0,,,91.0,85.0,178.0,166.0,,274.0,1074.0,,33.0,171.0,1317771.0,,,,,,,,278.0,5450.0,,,0.0,,1.0,14865.4,1755633664.0,1.0,30.6,33.4,23.0,0.64,1016.9,2.2,3.4,24.0,0.0,1755602816.0,1755652096.0,0.875,,,0.0,1.0,0.1,26533.0,7.0,,,,,,2.706,39.6,,,,13598.0,0.0,,588.0,197.0,3.089,,,,,,,,,,,,""
15493774851,"Aug 17, 2025, 6:23:20 PM",Afternoon Run,Run,"",2653,8.22,,,false,,,activities/15493774851.gpx,,,2653.0,2469.0,8220.1,4.66,3.329,17.4,17.4,239.9,245.6,4.0,0.0,,,,,,,,,643.0,,,,,,,,,,,,,,,,0.0,,1.0,8241.3,1755453568.0,1.0,32.3,35.1,24.9,0.65,1013.6,2.5,5.0,216.0,0.0,1755429888.0,1755479424.0,0.875,,,0.0,1.0,0.03,33202.0,8.0,,,,,,3.098,40.6,,,,7044.0,0.0,,,,3.338,,,,,,,,,,,,""
15469726225,"Aug 15, 2025, 4:36:47 PM",Lunch Run,Run,,2508,6.77,167.0,48,false,,,activities/16520576045.fit.gz,,,2508.0,2289.0,6769.8,4.14,2.958,55.0,53.0,243.2,267.2,12.2,0.0,,,92.0,86.0,167.0,150.0,,270.0,480.0,,32.0,48.0,621965.0,,,,,,,,271.0,2509.0,,,0.0,,1.0,6869.4,1755273600.0,2.0,27.6,29.1,22.6,0.74,1014.8,3.4,6.8,162.0,0.0,1755256960.0,1755306880.0,0.625,,,0.52,5.0,0.38,26656.0,5.0,,,,,,2.699,274.7,,,,6662.0,0.0,,257.0,192.0,3.001,,,,,,,,,,,,""
15460790306,"Aug 14, 2025, 7:28:54 PM",Afternoon Run,Run,,5818,17.81,177.0,209,false,,,activities/16511020030.fit.gz,,,5818.0,5810.0,17815.8,4.68,3.066,58.0,59.0,237.8,251.0,16.0,0.0,,,93.0,86.0,177.0,167.0,,288.0,1225.0,,31.0,209.0,1616880.0,,,,,,,,293.0,5820.0,,,0.0,,1.0,17986.3,1755197952.0,2.0,27.9,28.5,20.7,0.65,1014.0,4.1,6.3,162.0,0.0,1755170560.0,1755220480.0,0.625,,,0.0,1.0,0.4,30543.0,7.0,,,,,,3.062,64.7,,,,16110.0,0.0,,698.0,208.0,3.096,,,,,,,,,,,,""
15435810724,"Aug 12, 2025, 4:12:11 PM",Lunch Run,Run,,5301,17.09,186.0,232,false,,,activities/16484365584.fit.gz,,,5301.0,5180.0,17097.9,4.3,3.301,57.0,58.0,238.8,246.2,8.1,0.0,,,92.0,87.0,186.0,171.0,,297.0,1179.0,,32.0,232.0,1536921.0,,,,,,,,298.0,5302.0,,,0.0,,1.0,17215.2,1755014400.0,3.0,24.8,25.8,21.3,0.81,1013.4,1.2,2.9,314.0,0.0,1754997632.0,1755047936.0,0.625,,,0.48,5.0,0.97,19633.0,4.0,,,,,,3.225,104.3,,,,14968.0,0.0,,656.0,211.0,3.323,,,,,,,,,,,,""
15416446475,"Aug 11, 2025, 12:38:34 AM",Evening Run,Run,,3037,9.75,170.0,80,false,,,activities/16463659298.fit.gz,,,3037.0,2964.0,9757.0,4.56,3.292,63.0,60.0,240.2,272.2,11.8,0.0,,,90.0,87.0,170.0,157.0,,297.0,634.0,,26.0,80.0,883759.0,,,,,,,,297.0,3038.0,,,0.0,,1.0,9858.7,1754870400.0,1.0,27.4,29.5,21.2,0.69,1013.7,1.5,3.7,290.0,0.0,1754824704.0,1754875264.0,0.625,,,0.78,5.0,0.34,23421.0,0.0,,,,,,3.213,55.2,,,,8654.0,0.0,,375.0,211.0,3.326,,,,,,,,,,,,""
